term,cefr,translation
permission,A2,允许
personality,A2,性格
pet,A2,宠物
petrol,A2,汽油
physical,A2,身体的
physics,A2,物理
pick,A2,挑选
pilot,A2,飞行员
planet,A2,行星
plastic,A2,塑料
plate,A2,盘子
platform,A2,平台
pleased,A2,高兴
pocket,A2,口袋
polite,A2,有礼貌的
pollution,A2,污染
pop,A2,流行音乐
population,A2,人口
position,A2,位置
possession,A2,拥有
possibility,A2,可能性
poster,A2,海报
power,A2,力量
predict,A2,预测
president,A2,总统
prevent,A2,防止
print,A2,打印
printer,A2,打印机
prison,A2,监狱
prize,A2,奖
process,A2,过程
produce,A2,生产
professional,A2,专业的
professor,A2,教授
profile,A2,轮廓
program n.progress,A2,程序n.进度
promise,A2,承诺
pronounce,A2,发音
protect,A2,保护
provide,A2,提供
pub,A2,酒吧
public,A2,民众
publish,A2,发布
pull,A2,拉
purpose,A2,目的
push,A2,推
quality,A2,质量
quantity,A2,数量
queen,A2,女王
quietly,A2,悄悄
race,A2,种族
railway,A2,铁路
raise,A2,增加
rate,A2,速度
rather,A2,相当
reach,A2,抵达
react,A2,反应
realize,A2,意识到
receive,A2,收到
recent,A2,最近的
recently,A2,最近
reception,A2,接待
recipe,A2,食谱
recognize,A2,认出
recommend,A2,推荐
record,A2,记录
recording,A2,记录
recycle,A2,回收
reduce,A2,减少
refer,A2,参考
refuse 1,A2,拒绝 1
region,A2,地区
regular,A2,常规的
relationship,A2,关系
remove,A2,消除
repair,A2,维修
replace,A2,代替
reply,A2,回复
reporter,A2,记者
request,A2,要求
research,A2,研究
researcher,A2,研究员
respond,A2,回应
response,A2,回复
rest,A2,休息
review,A2,审查
ring 1,A2,环1
ring 2,A2,环2
rise,A2,上升
rock,A2,岩石
role,A2,角色
roof,A2,屋顶
round,A2,圆形的
route,A2,路线
rubbish,A2,垃圾
rude,A2,粗鲁的
runner,A2,跑步者
running,A2,跑步
sadly adv.safe,A2,可悲的是 adv. 安全的
sail,A2,帆
sailing,A2,航行
salary,A2,薪水
sale,A2,销售
sauce,A2,酱
save,A2,节省
scared,A2,害怕的
scary,A2,可怕的
scene,A2,场景
schedule,A2,日程
score,A2,分数
screen,A2,屏幕
search,A2,搜索
season,A2,季节
seat,A2,座位
secondly,A2,第二
secret,A2,秘密
secretary,A2,秘书
seem,A2,似乎
sense,A2,感觉
separate,A2,分离
series,A2,系列
serious,A2,严肃的
serve,A2,服务
service,A2,服务
several det./pron.,A2,几个检测/代词。
shake,A2,摇
shall modal,A2,应模态
shape,A2,形状
sheet,A2,床单
ship,A2,船
shoulder,A2,肩膀
shout,A2,喊
shut,A2,关闭
side,A2,边
sign,A2,符号
silver,A2,银
simple,A2,简单的
since,A2,自从
singing,A2,歌唱
single,A2,单身的
sir,A2,先生
site,A2,地点
size,A2,尺寸
ski,A2,滑雪
skiing,A2,滑雪
skin,A2,皮肤
sky,A2,天空
slowly,A2,慢慢地
smartphone,A2,手机
smell,A2,闻
smile,A2,微笑
smoke,A2,抽烟
smoking,A2,吸烟
soap,A2,肥皂
soccer,A2,足球
social,A2,社会的
society,A2,社会
sock,A2,短袜
soft,A2,柔软的
soldier,A2,士兵
solution,A2,解决方案
solve,A2,解决
somewhere,A2,某处
sort,A2,种类
source,A2,来源
speaker,A2,扬声器
speech,A2,演讲
speed,A2,速度
spider,A2,蜘蛛
spoon,A2,勺子
square,A2,正方形
stage,A2,阶段
stair,A2,楼梯
stamp,A2,邮票
start,A2,开始
state,A2,状态
steal,A2,偷
step,A2,步
stomach,A2,胃
stone,A2,石头
store,A2,店铺
storm,A2,风暴
straight,A2,直的
strange,A2,奇怪的
strategy,A2,战略
stress,A2,压力
structure,A2,结构
stupid,A2,愚蠢的
succeed,A2,成功
successful,A2,成功的
such det./pron.,A2,这样的检测/代词。
suddenly,A2,突然
suggest,A2,建议
suggestion,A2,建议
suit,A2,套装
support,A2,支持
suppose,A2,认为
surprise,A2,惊喜
surprised,A2,惊讶
surprising,A2,奇怪
survey,A2,民意调查
sweet,A2,甜的
symbol,A2,象征
system,A2,系统
tablet,A2,药片
target,A2,目标
task,A2,任务
taste,A2,品尝
teaching,A2,教学
technology,A2,技术
teenage,A2,十几岁的
temperature,A2,温度
term,A2,学期
themselves,A2,他们自己
thick,A2,厚的
thief,A2,贼
thin,A2,薄的
thinking,A2,思维
third,A2,第三
thought,A2,想法
throw,A2,扔
tidy,A2,整齐的
tie,A2,领带
tip,A2,提示
tool,A2,工具
top,A2,顶部
touch,A2,触碰
tour,A2,旅游
tourism,A2,旅游
towards prep.towel,A2,朝向准备毛巾
tower,A2,塔
toy,A2,玩具
track,A2,追踪
tradition,A2,传统
traditional,A2,传统的
trainer,A2,教练员
training,A2,训练
transport,A2,运输
traveller,A2,游客
trouble,A2,麻烦
truck,A2,卡车
twin,A2,双
typical,A2,典型的
underground,A2,地下
understanding,A2,理解
unfortunately,A2,很遗憾
unhappy,A2,不高兴
uniform,A2,制服
unit,A2,单元
united,A2,团结的
unusual,A2,异常
used to modal,A2,习惯于模态
user,A2,用户
usual,A2,通常
valley,A2,谷
van,A2,货车
variety,A2,种类
vehicle,A2,车辆
view,A2,看法
virus,A2,病毒
voice,A2,嗓音
war,A2,战争
washing,A2,洗涤
wave,A2,海浪
weak,A2,虚弱的
web,A2,网络
wedding,A2,婚礼
weight,A2,重量
wet,A2,湿的
wheel,A2,车轮
while,A2,尽管
whole,A2,所有的
whose det./pron.,A2,谁的det./pron。
wide,A2,宽的
wild,A2,荒野
wind 1,A2,风1
winner,A2,优胜者
wish,A2,希望
wood,A2,木头
wooden,A2,木制的
working,A2,在职的
worried,A2,担心
worry,A2,担心
worse,A2,更糟
worst,A2,最糟糕的
wow,A2,哇
yet,A2,然而
yours,A2,你的
zero number,A2,零数
absolutely adv.academic,B1,绝对的学术性的
access,B1,使用权
accommodation,B1,住宿
account,B1,帐户
achievement,B1,成就
ad,B1,广告
addition,B1,添加
admire,B1,钦佩
admit,B1,承认
advanced,B1,先进的
advise,B1,建议
afford,B1,买得起
aged,B1,老年的
agent,B1,代理人
agreement,B1,协议
ahead,B1,前面
aim,B1,目的
alarm,B1,警报
album,B1,专辑
alcohol,B1,酒精
alcoholic,B1,酗酒的
amazed,B1,惊讶
ambition,B1,志向
ambitious,B1,雄心勃勃的
analyse,B1,分析
analysis,B1,分析
announce,B1,宣布
announcement,B1,公告
annoy,B1,惹恼
annoyed,B1,生气
annoying,B1,恼人的
apart,B1,分开
apologize,B1,道歉
application,B1,应用
appointment,B1,预约
appreciate,B1,欣赏
approximately,B1,大约
arrest,B1,逮捕
arrival,B1,到达
assignment,B1,任务
assist,B1,协助
atmosphere,B1,气氛
attach,B1,附
attitude,B1,态度
attract,B1,吸引
attraction,B1,景点
authority,B1,权威
aware,B1,意识到的
backwards,B1,向后
bake,B1,烤
balance,B1,平衡
ban,B1,禁止
base,B1,根据
basic,B1,基本的
basis,B1,基础
battery,B1,电池
battle,B1,战斗
beauty,B1,美丽
bee,B1,蜜蜂
belief,B1,信仰
bell,B1,钟
bend,B1,弯曲
better n.bite,B1,更好的n.bite
block,B1,堵塞
bomb,B1,炸弹
border,B1,边界
bother,B1,打扰
branch,B1,分支
brand,B1,品牌
brave,B1,勇敢的
breath,B1,气息
breathe,B1,呼吸
breathing,B1,呼吸
bride,B1,新娘
bubble,B1,气泡
bury,B1,埋葬
calm,B1,冷静的
campaign,B1,活动
campus,B1,校园
candidate,B1,候选人
cap,B1,帽
captain,B1,队长
careless,B1,粗心
category,B1,类别
ceiling,B1,天花板
celebration,B1,庆典
central,B1,中央
ceremony,B1,仪式
chain,B1,链
challenge,B1,挑战
champion,B1,冠军
channel,B1,渠道
chapter,B1,章
charge,B1,收费
cheat,B1,欺骗
cheerful,B1,快乐
chemical,B1,化学
chest,B1,胸部
childhood,B1,童年
claim,B1,宣称
clause,B1,条款
click,B1,点击
client,B1,客户
cloth,B1,布
clue,B1,线索
coal,B1,煤炭
coin,B1,硬币
collection,B1,收藏
coloured,B1,有色
combine,B1,结合
commercial,B1,商业的
commit,B1,犯罪
communication,B1,沟通
comparison,B1,比较
competitive,B1,竞争的
competitor,B1,竞争者
complaint,B1,抱怨
complex,B1,复杂的
concentrate,B1,集中
conclude,B1,得出结论
conclusion,B1,结论
confident,B1,自信的
confirm,B1,确认
confused,B1,使困惑
connection,B1,联系
consequence,B1,结果
consist,B1,组成
consume,B1,消耗
consumer,B1,消费者
contact,B1,接触
container,B1,容器
content 1,B1,内容1
continuous,B1,连续的
contrast,B1,对比
convenient,B1,方便的
convince,B1,说服
costume,B1,戏服
cottage,B1,小屋
cotton,B1,棉布
countryside,B1,农村
court,B1,法庭
covered,B1,覆盖
cruel,B1,残忍的
cultural,B1,文化
currency,B1,货币
current,B1,当前的
currently,B1,现在
curtain,B1,窗帘
custom,B1,风俗
cut,B1,切
damage,B1,损害
decade,B1,十年
decorate,B1,装饰
define,B1,定义
definite,B1,定
definition,B1,定义
deliver,B1,递送
departure,B1,离开
despite,B1,尽管
destination,B1,目的地
determine,B1,决定
determined,B1,决定
development,B1,发展
diagram,B1,图表
diamond,B1,钻石
difficulty,B1,困难
directly,B1,直接地
dirt,B1,污垢
disadvantage,B1,劣势
disappointed,B1,失望的
disappointing,B1,令人失望的
discount,B1,折扣
dislike,B1,不喜欢
divide,B1,划分
documentary,B1,记录
donate,B1,捐
doubt,B1,怀疑
dressed,B1,穿着
drum,B1,鼓
drunk,B1,醉
due adj.dust,B1,到期调整灰尘
duty,B1,责任
earthquake,B1,地震
eastern,B1,东
economic,B1,经济的
economy,B1,经济
edge,B1,边缘
editor,B1,编辑
educate,B1,教育
educated,B1,受过教育的
educational,B1,教育性的
effective,B1,有效的
effectively,B1,有效地
effort,B1,努力
election,B1,选举
element,B1,元素
embarrassed,B1,尴尬的
embarrassing,B1,令人尴尬的
emergency,B1,紧急情况
emotion,B1,情感
employment,B1,就业
encourage,B1,鼓励
enemy,B1,敌人
engaged,B1,已订婚的
engineering,B1,工程
entertain,B1,招待
entertainment,B1,娱乐
entrance,B1,入口
entry,B1,入口
environmental,B1,环境的
episode,B1,插曲
equal,B1,平等的
equally,B1,同样地
escape,B1,逃脱
essential,B1,基本的
eventually,B1,最终
examine,B1,检查
exchange,B1,交换
excitement,B1,激动
exhibition,B1,展览
expand,B1,扩张
expected,B1,预期的
expedition,B1,远征
experienced,B1,有经验的
explode,B1,爆炸
explore,B1,探索
explosion,B1,爆炸
export,B1,出口
fairly,B1,相当
familiar,B1,熟悉的
fancy,B1,想要
fascinating,B1,迷人
fashionable,B1,时髦
fasten,B1,系
favour,B1,青睐
fence,B1,栅栏
fighting,B1,斗争
file,B1,文件
financial,B1,金融的
fitness n.fixed,B1,健身 n.固定
flag,B1,旗帜
flood,B1,洪水
flour,B1,面粉
flow,B1,流动
fold,B1,折叠
folk,B1,民间
force,B1,力量
forever,B1,永远
frame,B1,框架
freeze,B1,冻结
frequently,B1,频繁地
friendship,B1,友谊
frighten,B1,吓唬
frightened,B1,害怕
frightening,B1,令人恐惧的
frozen,B1,冷冻的
fry,B1,炒
fuel,B1,燃料
function,B1,功能
fur,B1,毛皮
garage,B1,车库
gather,B1,收集
generally,B1,一般来说
generation,B1,一代
generous,B1,慷慨的
gentle,B1,温和的
gentleman,B1,绅士
ghost,B1,鬼
giant,B1,巨大的
glad,B1,高兴的
global,B1,全球的
glove,B1,手套
goods,B1,商品
grade,B1,年级
graduate,B1,毕业
grain,B1,粮食
grateful,B1,感激的
growth,B1,生长
guard,B1,警卫
guilty,B1,有罪的
hang,B1,悬挂
happiness,B1,幸福
hardly,B1,几乎不
headline,B1,标题
heating,B1,加热
heavily,B1,重重地
helicopter,B1,直升机
highlight,B1,强调
highly,B1,高度
hire,B1,聘请
historic,B1,历史性
historical,B1,历史的
honest,B1,诚实的
horrible,B1,可怕
horror,B1,恐怖
host,B1,主持人
hunt,B1,打猎
hurricane,B1,飓风
hurry,B1,匆忙
identity,B1,身份
ignore,B1,忽略
illegal,B1,非法的
imaginary adj.immediate,B1,想象的形容词
immigrant,B1,移民
impact,B1,影响
import,B1,进口
importance,B1,重要性
impression,B1,印象
impressive,B1,感人的
improvement,B1,改进
incredibly,B1,难以置信
indeed,B1,的确
indicate,B1,表明
indirect,B1,间接
indoor,B1,室内的
indoors,B1,室内
influence,B1,影响
ingredient,B1,成分
injure,B1,损伤
injured,B1,受伤
innocent,B1,清白的
intelligence,B1,智力
intend,B1,打算
intention,B1,意图
invest,B1,投资
investigate,B1,调查
involved,B1,涉及
iron,B1,铁
issue,B1,问题
journal,B1,杂志
judge,B1,法官
keen,B1,敏锐的
keyboard,B1,键盘
kick,B1,踢
killing,B1,杀戮
kiss,B1,吻
label,B1,标签
laboratory,B1,实验室
lack,B1,缺少
latest,B1,最新的
lay,B1,躺着
layer,B1,层
leading,B1,领导
leaf,B1,叶子
leather,B1,皮革
legal,B1,合法的
leisure,B1,闲暇
length,B1,长度
lie2,B1,谎言2
limit,B1,限制
lip,B1,唇
liquid,B1,液体
literature,B1,文学
live2,B1,直播2
living,B1,活的
locate,B1,定位
located,B1,位于
location,B1,地点
lonely,B1,孤独
loss,B1,损失
luxury,B1,奢华
mad,B1,疯狂的
magic,B1,魔法
mainly,B1,主要是
management,B1,管理
marketing,B1,营销
marriage,B1,婚姻
meanwhile,B1,同时
measure,B1,措施
medium,B1,中等的
mental,B1,精神的
mess,B1,混乱
mild,B1,温和的
mix,B1,混合
mixture,B1,混合物
mood,B1,情绪
mud,B1,泥
murder,B1,谋杀
muscle,B1,肌肉
mystery,B1,神秘
nail,B1,指甲
narrative,B1,叙述
nation,B1,国家
native,B1,本国的
naturally,B1,自然
necessarily,B1,一定
need modal,B1,需要模态
needle,B1,针
neighbourhood,B1,邻里
neither,B1,两者都不
net,B1,网
nor conj./adv.,B1,也不是连词/副词。
northern,B1,北方
nuclear,B1,核
obvious,B1,明显的
obviously,B1,明显地
occasion,B1,场合
occur,B1,发生
odd,B1,奇怪的
official,B1,官方的
old-fashioned,B1,老式的
operation,B1,手术
organized,B1,有组织的
organizer,B1,组织者
originally,B1,起初
ought modal,B1,应该情态
ours,B1,我们的
outdoor,B1,户外的
outdoors,B1,户外
package,B1,包裹
painful,B1,痛苦
pale,B1,苍白
pan,B1,平底锅
participate,B1,参加
particularly,B1,特别
passion,B1,热情
path,B1,小路
payment,B1,支付
peaceful,B1,和平
percentage n.perfectly,B1,百分比 n. 完美
performance,B1,表现
personally,B1,亲自
persuade,B1,说服
photographer,B1,摄影师
photography,B1,摄影
pin,B1,别针
pipe,B1,管道
place,B1,地方
planning,B1,规划
pleasant,B1,令人愉快的
pleasure,B1,乐趣
plenty,B1,足够
plot,B1,阴谋
plus 1,B1,加 1
poem,B1,诗
poet,B1,诗人
poetry,B1,诗
poison,B1,毒
poisonous,B1,有毒
policy,B1,政策
political,B1,政治的
politician,B1,政治家
politics,B1,政治
port,B1,港口
portrait,B1,肖像
possibly,B1,可能
pot,B1,锅
pour,B1,倒
poverty,B1,贫困
powder,B1,粉末
powerful,B1,强大的
practical,B1,实际的
pray,B1,祈祷
prayer,B1,祷告
prediction,B1,预言
prepared,B1,准备好了
presentation,B1,推介会
press,B1,按
pressure,B1,压力
pretend,B1,假装
previous,B1,以前的
previously,B1,之前
priest,B1,牧师
primary,B1,基本的
prince,B1,王子
princess,B1,公主
printing,B1,印刷
prisoner,B1,囚犯
private,B1,私人的
producer,B1,制片人
production,B1,生产
profession,B1,职业
profit,B1,利润
program,B1,程序
promote,B1,推动
proper,B1,恰当的
properly,B1,适当地
property,B1,财产
protest,B1,反对
proud,B1,自豪的
prove,B1,证明
punish,B1,惩治
punishment,B1,惩罚
qualification,B1,资质
qualified,B1,合格的
qualify v.queue,B1,资格 v.queue
quit,B1,辞职
quotation,B1,引述
quote,B1,引用
racing,B1,赛车
range,B1,范围
rare,B1,稀有的
rarely,B1,很少
reaction,B1,反应
reality,B1,现实
receipt,B1,收据
recommendation,B1,推荐
reference,B1,参考
reflect,B1,反映
regularly,B1,经常
reject,B1,拒绝
relate,B1,涉及
related,B1,有关的
relation,B1,关系
relative,B1,相对的
relaxed,B1,轻松
relaxing,B1,放松
release,B1,发布
reliable,B1,可靠的
religion,B1,宗教
religious,B1,宗教的
remain,B1,保持
remind,B1,提醒
remote,B1,偏僻的
rent,B1,租
repeated,B1,重复
represent,B1,代表
require,B1,要求
reservation,B1,预订
resource,B1,资源
respect,B1,尊重
responsibility,B1,责任
responsible,B1,负责任的
retire,B1,退休
retired,B1,退休了
revise,B1,修订
risk,B1,风险
robot,B1,机器人
roll,B1,卷
romantic,B1,浪漫的
rope,B1,绳索
rough,B1,粗糙的
row 1,B1,第 1 行
royal,B1,皇家的
rugby,B1,橄榄球
safety,B1,安全
sailor,B1,水手
sample,B1,样本
sand,B1,沙
scan,B1,扫描
scientific,B1,科学的
script,B1,脚本
sculpture,B1,雕塑
secondary,B1,中学
security,B1,安全
seed n.sensible,B1,种子 n. 明智的
seriously,B1,严重地
servant,B1,仆人
set,B1,放
setting,B1,环境
sex,B1,性别
sexual,B1,性的
sharp,B1,锋利的
shelf,B1,架子
shell,B1,壳
shift,B1,转移
shine,B1,闪耀
shiny,B1,闪亮的
shoot,B1,射击
shy,B1,害羞的
sight,B1,视线
signal,B1,信号
silent,B1,沉默的
silly,B1,愚蠢的
similarity,B1,相似
similarly,B1,相似地
simply,B1,简单地
sink,B1,下沉
slice,B1,片
slightly,B1,轻微地
smart,B1,聪明的
smooth,B1,光滑的
software,B1,软件
soil,B1,土壤
solid,B1,坚硬的
southern,B1,南部
specifically,B1,具体来说
spending,B1,开支
spicy,B1,辛辣的
spirit,B1,精神
spoken,B1,说
spot,B1,点
spread,B1,传播
stadium,B1,体育场
staff,B1,职员
standard,B1,标准
statistic,B1,统计
statue,B1,雕像
stick,B1,戳
stranger,B1,陌生人
strength,B1,力量
string,B1,细绳
strongly,B1,强烈地
studio,B1,工作室
stuff,B1,东西
substance,B1,物质
successfully,B1,成功地
sudden,B1,突然的
suffer,B1,遭受
suitable,B1,合适的
summarize,B1,总结
summary,B1,概括
supporter,B1,支持者
surely,B1,一定
surface,B1,表面
survive,B1,存活
switch,B1,转变
symptom,B1,症状
tail,B1,尾巴
talent,B1,天赋
talented,B1,有才华的
tape,B1,磁带
tax,B1,税
technical,B1,技术的
technique,B1,技术
tend,B1,趋向
tent,B1,帐篷
theirs,B1,他们的
theme,B1,主题
theory,B1,理论
therefore,B1,所以
this,B1,这
though,B1,尽管
throat,B1,喉
throughout prep./adv.,B1,整个准备/进阶阶段
tight,B1,紧的
till conj./prep.,B1,直到连接/准备。
tin,B1,锡
tiny,B1,微小的
toe,B1,脚趾
tongue,B1,舌头
total,B1,全部的
totally,B1,完全
trade,B1,贸易
translate,B1,翻译
translation,B1,翻译
treat,B1,对待
treatment,B1,治疗
trend,B1,趋势
trick,B1,诡计
truth,B1,真相
tube,B1,管子
typically,B1,通常
tyre,B1,胎
ugly,B1,丑陋的
unable,B1,无法
uncomfortable,B1,不舒服
underwear,B1,内衣
unemployed,B1,失业的
unemployment,B1,失业
unfair,B1,不公平
union,B1,联盟
unless,B1,除非
unlike,B1,不像
unlikely,B1,不太可能
unnecessary,B1,不必要
unpleasant,B1,不愉快的
update,B1,更新
upon,B1,之上
upset,B1,沮丧的
used 1,B1,使用过 1
used 2,B1,使用过 2
valuable,B1,有价值的
value n.various,B1,值 n.varie
version,B1,版本
victim,B1,受害者
viewer,B1,观众
violent,B1,暴力
volunteer,B1,志愿者
vote,B1,投票
warn,B1,警告
warning,B1,警告
waste,B1,浪费
weapon,B1,武器
weigh,B1,称重
western,B1,西
whatever det./pron.,B1,无论检测/代词。
whenever,B1,每当
whether,B1,无论
will,B1,将要
wing,B1,翼
within,B1,之内
wonder,B1,想知道
wool,B1,羊毛
worldwide,B1,全世界
worth,B1,值得
written,B1,书面
yard,B1,院子
youth,B1,青年
abandon,B2,放弃
absolute,B2,绝对
absorb,B2,吸收
abstract,B2,抽象的
academic,B2,学术的
accent,B2,口音
acceptable,B2,可以接受
accidentally,B2,偶然
accommodate,B2,容纳
accompany,B2,陪伴
accomplish,B2,完成
accountant,B2,会计
accuracy,B2,准确性
accurate,B2,准确的
accurately,B2,准确
accuse,B2,控
acid,B2,酸
acknowledge,B2,承认
acquire,B2,获得
activate,B2,激活
actual,B2,实际的
adapt,B2,适应
addiction,B2,瘾
additional,B2,额外的
additionally,B2,此外
adequate,B2,足够的
adequately,B2,充分地
adjust,B2,调整
administration,B2,行政
adopt,B2,采纳
advance,B2,进步
affair,B2,事务
affordable,B2,负担得起的
afterwards,B2,然后
agency,B2,机构
agenda,B2,议程
aggressive,B2,挑衅的
agriculture,B2,农业
aid,B2,援助
AIDS,B2,艾滋病
aircraft,B2,飞机
alien,B2,外星人
alongside,B2,旁边
alter,B2,改变
altogether,B2,共
ambulance,B2,救护车
amusing,B2,有趣
analyst,B2,分析师
ancestor,B2,祖先
anger n.angle,B2,愤怒角度
animation,B2,动画片
anniversary,B2,周年纪念日
annual,B2,年度的
annually,B2,每年
anticipate,B2,预料
anxiety,B2,焦虑
anxious,B2,焦虑的
apology,B2,道歉
apparent,B2,明显的
apparently,B2,显然
appeal,B2,上诉
applicant,B2,申请人
approach,B2,方法
appropriate,B2,合适的
appropriately,B2,适当地
approval,B2,赞同
approve,B2,批准
arise,B2,出现
armed,B2,武装的
arms,B2,武器
arrow,B2,箭
artificial,B2,人造的
artistic,B2,艺术的
artwork,B2,艺术品
ashamed,B2,羞愧
aside,B2,放在一边
aspect,B2,方面
assess,B2,评估
assessment,B2,评估
asset,B2,资产
assign,B2,分配
assistance,B2,协助
associate,B2,联系
associated,B2,联系
association,B2,协会
assume,B2,认为
assumption,B2,假设
assure,B2,保证
astonishing,B2,惊人
attachment,B2,依恋
attempt,B2,试图
auction,B2,拍卖
audio,B2,声音的
automatic,B2,自动的
automatically,B2,自动地
awareness,B2,意识
awkward,B2,尴尬的
bacteria,B2,细菌
badge,B2,徽章
balanced,B2,均衡
ballet,B2,芭蕾舞
balloon,B2,气球
barely,B2,仅仅
bargain,B2,便宜货
barrier,B2,障碍
basement,B2,地下室
basically,B2,基本上
basket,B2,篮子
bat n.beneficial,B2,bat n. 有益的
beg,B2,求
being,B2,存在
bent,B2,弯曲
beside,B2,旁
besides,B2,除了
bet,B2,赌注
beyond,B2,超过
bias,B2,偏见
bid,B2,出价
biological,B2,生物
bitter,B2,苦的
blame,B2,责备
blanket,B2,毯子
blind,B2,瞎的
bold,B2,大胆的
bombing,B2,轰炸
bond,B2,纽带
booking,B2,预订
boost,B2,促进
bound,B2,边界
breast,B2,胸部
brick,B2,砖
brief,B2,简短的
briefly,B2,简要地
broad,B2,广阔
broadcast,B2,播送
broadcaster,B2,广播公司
broadly,B2,广泛地
budget,B2,预算
bug,B2,漏洞
bullet,B2,子弹
bunch,B2,束
bush,B2,衬套
cabin,B2,舱
cable,B2,电缆
calculate,B2,计算
canal,B2,运河
cancel,B2,取消
cancer,B2,癌症
candle,B2,蜡烛
capable,B2,有能力的
capacity,B2,容量
capture,B2,捕获
carbon,B2,碳
cast,B2,投掷
casual,B2,随意的
cave,B2,洞穴
cell,B2,细胞
certainty,B2,肯定
certificate,B2,证书
chairman,B2,主席
challenging,B2,具有挑战性的
championship,B2,锦标赛
characteristic,B2,特征
charming,B2,迷人
chart v.chief,B2,图五酋长
chase,B2,追赶
cheek,B2,脸颊
cheer,B2,欢呼
choir,B2,唱诗班
chop,B2,劈
circuit,B2,电路
circumstance,B2,环境
cite,B2,引用
citizen,B2,公民
civil,B2,民事
civilization,B2,文明
clarify,B2,阐明
classic,B2,经典的
classify,B2,分类
clerk,B2,职员
cliff,B2,悬崖
clinic,B2,诊所
clip,B2,夹子
closely,B2,密切
coincidence,B2,巧合
collapse,B2,坍塌
collector,B2,集电极
colony,B2,殖民地
colourful,B2,丰富多彩的
combination,B2,组合
comfort,B2,舒适
comic,B2,漫画
command,B2,命令
commander,B2,指挥官
commission,B2,委员会
commitment,B2,承诺
committee,B2,委员会
commonly,B2,通常
comparative,B2,比较
completion,B2,完成
complicated,B2,复杂的
component,B2,成分
compose,B2,撰写
composer,B2,作曲家
compound,B2,化合物
comprehensive,B2,综合的
comprise,B2,包括
compulsory,B2,强制性的
concentration,B2,专注
concept,B2,概念
concern,B2,忧虑
concerned,B2,担心的
concrete,B2,具体的
conduct,B2,执行
confess,B2,承认
confidence,B2,信心
conflict,B2,冲突
confusing,B2,令人困惑的
confusion,B2,困惑
conscious,B2,有意识的
consequently adv.conservation,B2,因此 adv. 保护
conservative,B2,保守的
considerable,B2,大量
considerably,B2,相当
consideration,B2,考虑
consistent,B2,持续的
consistently,B2,始终如一地
conspiracy,B2,阴谋
constant,B2,持续的
constantly,B2,不断地
construct,B2,构造
construction,B2,建造
consult,B2,咨询
consultant,B2,顾问
consumption,B2,消耗
contemporary,B2,当代的
contest,B2,竞赛
contract,B2,合同
contribute,B2,贡献
contribution,B2,贡献
controversial,B2,有争议的
controversy,B2,争议
convenience,B2,方便
convention,B2,习俗
conventional,B2,传统的
convert,B2,转变
convey,B2,传达
convinced,B2,确信
convincing,B2,令人信服的
cope,B2,应付
core,B2,核
corporate,B2,公司的
corporation,B2,公司
corridor,B2,走廊
council,B2,理事会
counter,B2,柜台
county,B2,县
courage,B2,勇气
coverage,B2,覆盖范围
crack,B2,裂缝
craft,B2,工艺
crash,B2,碰撞
creation,B2,创建
creativity,B2,创造力
creature,B2,生物
crew,B2,全体人员
crisis,B2,危机
criterion,B2,标准
critic,B2,评论家
critical,B2,批判的
critically,B2,批判地
criticism,B2,批评
criticize,B2,批评
crop,B2,庄稼
crucial,B2,至关重要的
cruise,B2,巡航
cue,B2,提示
cure,B2,治愈
curious,B2,好奇的
curriculum,B2,课程
curve,B2,曲线
curved,B2,弯曲
cute,B2,可爱的
dairy,B2,奶制品
dare,B2,敢
darkness,B2,黑暗
database,B2,数据库
deadline,B2,最后期限
deadly,B2,致命
dealer,B2,经销商
debate,B2,辩论
debt,B2,债务
decent,B2,体面的
deck,B2,甲板
declare,B2,宣布
decoration,B2,装饰
decrease,B2,减少
deeply,B2,深
defeat,B2,击败
defence,B2,防御
defend,B2,保卫
defender,B2,后卫
delay,B2,延迟
delete,B2,删除
deliberate,B2,商榷
deliberately,B2,故意地
delight,B2,喜
delighted,B2,高兴极了
delivery,B2,送货
demand,B2,要求
democracy,B2,民主
democratic,B2,民主的
demonstrate,B2,证明
demonstration,B2,示范
deny,B2,否定
depart,B2,离开
dependent,B2,依赖的
deposit,B2,订金
depressed,B2,郁闷
depressing,B2,沉闷
depression,B2,沮丧
depth,B2,深度
derive,B2,派生
deserve,B2,应得
desire,B2,欲望
desperate,B2,绝望的
desperately,B2,拼命地
destruction,B2,破坏
detailed,B2,详细的
detect,B2,探测
determination,B2,决心
devote,B2,奉献
differ,B2,不同
dig,B2,挖
disability,B2,残疾
disabled,B2,残疾人
disagreement,B2,分歧
disappoint,B2,辜负
disappointment,B2,失望
disc,B2,光盘
discipline,B2,纪律
discourage,B2,阻碍
dishonest,B2,不诚实
dismiss,B2,解雇
disorder,B2,紊乱
display,B2,展示
distant adj.distinct,B2,遥远的形容词
distinguish,B2,区分
distract,B2,转移
distribute,B2,分发
distribution,B2,分配
district,B2,区
disturb,B2,打扰
dive,B2,潜水
diverse,B2,各种各样的
diversity,B2,多样性
division,B2,分配
divorce,B2,离婚
domestic,B2,国内的
dominant,B2,主导的
dominate,B2,支配
donation,B2,捐款
dot,B2,点
downtown,B2,市中心
downwards,B2,向下
dozen,B2,打
draft,B2,草稿
drag,B2,拖
dramatic,B2,戏剧性
dramatically,B2,戏剧性地
drought,B2,干旱
